id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
131,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,3,0.118696041
132,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,1,1,0.118696041
133,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,2,5.49E-05
134,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,44,1,2,5.49E-05
135,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,3,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,32,2,1,5.49E-05
136,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,2,0.118696041
137,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,2,3,0.118696041
138,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,1,0.118696041
139,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,1,2,0.118696041
140,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,39,2,2,0.118696041
141,Male,High school degree,Very proud,Urban,Rural,Both equally,1,2,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,1,0.779549616
142,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,33,1,3,0.118696041
143,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,2,2,0.118696041
144,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,22,1,3,5.49E-05
145,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,30,2,1,0.118696041
146,Female,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,2,3,0.118696041
147,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,3,0.118696041
148,Male,High school degree,Very proud,Rural,Rural,Both equally,3,4,"Yes, I will tell them not to buy pangolin products.",2,4,Important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,1,10.00008081
149,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,2,5.49E-05
150,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,37,1,3,0.118696041
151,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,1,0.779549616
152,Male,University degree,Very proud,Urban,Rural,Both equally,6,6,"No, I will let them decide what to do.",2,6,Important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,48,1,3,5.49E-05
153,Female,High school degree,Very proud,Urban,Rural,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",2,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,20,2,1,10.00008081
154,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,37,1,1,0.118696041
155,Female,University degree,Not very proud,Urban,Rural,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",3,5,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,34,2,2,0.118696041
156,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,20,1,2,5.49E-05
157,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,2,5.49E-05
158,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,2,2,0.118696041
159,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,3,0.118696041
160,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,2,5.49E-05
161,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,33,2,1,0.118696041
162,Male,University degree,Somewhat proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,1,1,5.49E-05
163,Male,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,34,1,3,0.779549616
164,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,3,0.118696041
165,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,2,2,0.118696041
166,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",1,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,1,0.118696041
167,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,33,1,3,0.118696041
168,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Not at all,41,1,2,5.49E-05
169,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,30,2,3,0.118696041
170,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,3,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,1,0.118696041
171,Male,High school degree,Very proud,Urban,Both,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",3,4,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,25,2,3,0.779549616
172,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,1,1,0.118696041
173,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,1,2,"Yes, I will tell them not to buy pangolin products.",7,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,3,5.49E-05
174,Male,University degree,Not very proud,Rural,Rural,Neither,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,27,1,1,0.00169562
175,Male,University degree,Very proud,Urban,Both,Southern Vietnam,1,7,"Yes, I will tell them not to buy pangolin products.",3,2,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,1,2,5.49E-05
176,Male,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,3,3,"No, I will let them decide what to do.",1,2,Important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,42,1,3,5.49E-05
177,Male,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,31,1,2,5.49E-05
178,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,40,2,3,5.49E-05
179,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,33,2,2,0.118696041
180,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,2,0.118696041
181,Male,High school degree,Somewhat proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,19,2,1,0.779549616
182,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,40,2,1,0.118696041
183,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,27,2,1,5.49E-05
184,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,1,1,5.49E-05
185,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,2,0.779549616
186,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,2,10.00008081
